id,question_text_de,question_text_en,question_text_dari,question_text_pashto,category,state,image
411,Welches Wappen gehört zum Bundesland Saarland?,Which coat of arms belongs to the federal state of Saarland?,کدام علامت متعلق به ایالت فدرال سارلند است؟,د وسلو کوم کوټ د سارلینډ وفاقي ایالت سره تعلق لري؟,,Saarland,1.0
412,Welches ist ein Landkreis im Saarland?,Which is a district in Saarland?,منطقه ای در سارلند کدام است؟,په سارلینډ کې کوم ولسوالۍ دی؟,,Saarland,
413,Für wie viele Jahre wird der Landtag des Saarlandes gewählt?,For how many years is the Saarland Parliament elected?,برای چند سال پارلمان سارلند انتخاب می شود؟,د سارلند پارلمان څومره کالو لپاره ټاکل شوی؟,,Saarland,
414,Ab welchem Alter darf man im Saarland bei Kommunalwahlen wählen?,From what age can you vote in local elections in Saarland?,از چه سنی می توانید در انتخابات محلی سارلند رای دهید؟,په سارلینډ کې په سیمه ایزو ټاکنو کې د کوم عمر څخه رای کولی شئ؟,,Saarland,
415,Welche Farben hat die Landesflagge des Saarlandes?,What colors does the state flag of Saarland have?,پرچم دولتی سارلند چه رنگهایی دارد؟,د سارلینډ دولتي پرچم کوم رنګونه لري؟,,Saarland,
416,Wo können Sie sich im Saarland über politische Themen informieren?,Where can you find out about political topics in Saarland?,از کجا می توانید در مورد موضوعات سیاسی در سارلند مطلع شوید؟,تاسو په سارلینډ کې د سیاسي موضوعاتو په اړه چیرته پوه کولی شئ؟,,Saarland,
417,Die Landeshauptstadt des Saarlandes heißt ...,The state capital of Saarland is called...,پایتخت ایالت سارلند نامیده می شود...,د سارلینډ د دولتي پلازمینه نوم کیږي...,,Saarland,
418,Welches Bundesland ist das Saarland?,Which federal state is Saarland?,سارلند کدام ایالت فدرال است؟,سارلینډ کوم وفاقي ایالت دی؟,,Saarland,1.0
419,Wie nennt man die Regierungschefin/den Regierungschef des Saarlandes?,What is the head of government of Saarland called?,رئیس دولت سارلند چه نام دارد؟,د سارلینډ د حکومت مشر څه نوم کیږي؟,,Saarland,
420,Welche Ministerin/welchen Minister hat das Saarland nicht?,Which minister does Saarland not have?,سارلند کدام وزیر را ندارد؟,سارلند کوم وزير نه لري؟,,Saarland,
421,Welches Wappen gehört zum Freistaat Sachsen?,Which coat of arms belongs to the Free State of Saxony?,کدام علامت متعلق به ایالت آزاد ساکسونی است؟,د وسلو کوم کوټ د سکسونی آزاد ایالت سره تعلق لري؟,,Sachsen,1.0
422,Welches ist ein Landkreis in Sachsen?,Which is a district in Saxony?,منطقه ای در زاکسن کدام است؟,په سیکسونی کې کوم ولسوالۍ دی؟,,Sachsen,
423,Für wie viele Jahre wird der Landtag in Sachsen gewählt?,For how many years is the state parliament in Saxony elected?,برای چند سال پارلمان ایالتی ساکسونی انتخاب می شود؟,په سکسونی کې د ایالتي پارلمان څومره کالو لپاره ټاکل شوی؟,,Sachsen,
424,Ab welchem Alter darf man in Sachsen bei Kommunalwahlen wählen?,From what age can you vote in local elections in Saxony?,از چه سنی می توانید در انتخابات محلی ساکسونی رای دهید؟,تاسو په سیکسونی کې په سیمه ایزو ټاکنو کې د کوم عمر څخه رای وکړئ,,Sachsen,
425,Welche Farben hat die Landesflagge von Sachsen?,What colors does the state flag of Saxony have?,پرچم دولت ساکسونی چه رنگهایی دارد؟,د سیکسونی دولتي پرچم کوم رنګونه لري؟,,Sachsen,
426,Wo können Sie sich in Sachsen über politische Themen informieren?,Where can you find out about political topics in Saxony?,از کجا می توانید در مورد موضوعات سیاسی در زاکسن مطلع شوید؟,تاسو په سیکسونی کې د سیاسي موضوعاتو په اړه چیرته پوه کولی شئ؟,,Sachsen,
427,Die Landeshauptstadt von Sachsen heißt ...,The state capital of Saxony is called...,پایتخت ایالت ساکسونی نامیده می شود...,د سیکسونی دولتي پلازمینه نوم کیږي...,,Sachsen,
428,Welches Bundesland ist Sachsen?,Which federal state is Saxony?,زاکسن کدام ایالت فدرال است؟,سیکسونی کوم وفاقي ایالت دی؟,,Sachsen,1.0
429,Wie nennt man die Regierungschefin/den Regierungschef in Sachsen?,What is the head of government in Saxony called?,رئیس دولت در ساکسونی چه نام دارد؟,په سیکسونی کې د حکومت مشر څه نوم کیږي؟,,Sachsen,
430,Welche Ministerin/welchen Minister hat Sachsen nicht?,Which minister does Saxony not have?,زاکسن کدام وزیر را ندارد؟,سیکسونی کوم وزير نه لري؟,,Sachsen,
431,Welches Wappen gehört zum Bundesland Sachsen-Anhalt?,Which coat of arms belongs to the federal state of Saxony-Anhalt?,کدام علامت متعلق به ایالت فدرال ساکسنی-آنهالت است؟,د وسلو کوم کوټ د سکسونی-انهالټ وفاقي ایالت سره تعلق لري؟,,Sachsen-Anhalt,1.0
432,Welches ist ein Landkreis in Sachsen-Anhalt?,Which is a district in Saxony-Anhalt?,منطقه زاکسنی-آنهالت کدام است؟,په سکسونی-انهالټ کې کوم ولسوالۍ دی؟,,Sachsen-Anhalt,
433,Für wie viele Jahre wird der Landtag in Sachsen-Anhalt gewählt?,For how many years is the state parliament in Saxony-Anhalt elected?,برای چند سال پارلمان ایالتی ساکسنی-آنهالت انتخاب می شود؟,د ساکسونی-انهالټ کې د ایالتي پارلمان څومره کلونو لپاره ټاکل شوی؟,,Sachsen-Anhalt,
434,Ab welchem Alter darf man in Sachsen-Anhalt bei Kommunalwahlen wählen?,From what age can you vote in local elections in Saxony-Anhalt?,از چه سنی می توانید در انتخابات محلی ساکسنی-آنهالت رای دهید؟,تاسو کولی شئ د کوم عمر څخه په سیمه ایزو ټاکنو کې رای وکړئ؟,,Sachsen-Anhalt,
435,Welche Farben hat die Landesflagge von Sachsen-Anhalt?,What colors does the state flag of Saxony-Anhalt have?,پرچم دولتی ساکسنی-آنهالت چه رنگهایی دارد؟,د ساکسونی-انهالټ د دولتي پرچم کوم رنګونه لري؟,,Sachsen-Anhalt,
436,Wo können Sie sich in Sachsen-Anhalt über politische Themen informieren?,Where can you find out about political topics in Saxony-Anhalt?,از کجا می توانید در مورد موضوعات سیاسی در ساکسنی-آنهالت مطلع شوید؟,تاسو کولی شئ په سکسونی-انهالټ کې د سیاسي موضوعاتو په اړه چیرته ومومئ,,Sachsen-Anhalt,
437,Die Landeshauptstadt von Sachsen-Anhalt heißt ...,The state capital of Saxony-Anhalt is called...,پایتخت ایالت ساکسنی-آنهالت نامیده می شود...,د سکسونی-انهالټ ایالت پلازمینه نوم کیږي...,,Sachsen-Anhalt,
438,Welches Bundesland ist Sachsen-Anhalt?,Which federal state is Saxony-Anhalt?,ساکسنی-آنهالت کدام ایالت فدرال است؟,سکسونی-انهالټ کوم وفاقي ایالت دی؟,,Sachsen-Anhalt,1.0
439,Wie nennt man die Regierungschefin/den Regierungschef in Sachsen-Anhalt?,What is the head of government in Saxony-Anhalt called?,رئیس دولت در ساکسنی-آنهالت چه نام دارد؟,په سکسونی-انهالټ کې د حکومت مشر څه ویل کیږي؟,,Sachsen-Anhalt,
440,Welche Ministerin/welchen Minister hat Sachsen-Anhalt nicht?,Which minister does Saxony-Anhalt not have?,ساکسنی-آنهالت کدام وزیر را ندارد؟,سکسوني انهالټ کوم وزير نه لري؟,,Sachsen-Anhalt,
441,Welches Wappen gehört zum Bundesland Schleswig-Holstein?,Which coat of arms belongs to the federal state of Schleswig-Holstein?,کدام علامت متعلق به ایالت فدرال شلسویگ-هولشتاین است؟,د وسلو کوم کوټ د شلیسویګ-هولسټین وفاقي ایالت سره تعلق لري؟,,Schleswig-Holstein,1.0
442,Welches ist ein Landkreis in Schleswig-Holstein?,Which is a district in Schleswig-Holstein?,منطقه ای در اشلسویگ-هولشتاین کدام است؟,په شلیسویګ-هولسټین کې کوم ولسوالۍ دی؟,,Schleswig-Holstein,
443,Für wie viele Jahre wird der Landtag in Schleswig-Holstein gewählt?,For how many years is the state parliament in Schleswig-Holstein elected?,برای چند سال پارلمان ایالتی در شلسویگ-هولشتاین انتخاب می شود؟,په شلیسویګ-هولسټین کې د ایالتي پارلمان څومره کلونو لپاره ټاکل شوی؟,,Schleswig-Holstein,
444,Ab welchem Alter darf man in Schleswig-Holstein bei Kommunalwahlen wählen?,From what age can you vote in local elections in Schleswig-Holstein?,از چه سنی می توانید در انتخابات محلی در شلسویگ-هولشتاین رای دهید؟,تاسو کوم عمر څخه کولی شئ په شلیسویګ-هولسټین کې په سیمه ایزو ټاکنو کې را,,Schleswig-Holstein,
445,Welche Farben hat die Landesflagge von Schleswig-Holstein?,What colors does the state flag of Schleswig-Holstein have?,پرچم دولت اشلسویگ-هولشتاین چه رنگهایی دارد؟,د شلیسویګ-هولسټین دولتي پرچم کوم رنګونه لري؟,,Schleswig-Holstein,
446,Wo können Sie sich in Schleswig-Holstein über politische Themen informieren?,Where can you find out about political topics in Schleswig-Holstein?,از کجا می توانید در مورد موضوعات سیاسی در اشلسویگ-هولشتاین مطلع شوید؟,تاسو په شلیسویګ-هولسټین کې د سیاسي موضوعاتو په اړه چیرته ومومئ؟,,Schleswig-Holstein,
447,Die Landeshauptstadt von Schleswig-Holstein heißt ...,The state capital of Schleswig-Holstein is called...,پایتخت ایالت اشلسویگ-هولشتاین نامیده می شود...,د شلیسویګ-هولسټین ایالتي پلازمینه نوم کیږي...,,Schleswig-Holstein,
448,Welches Bundesland ist Schleswig-Holstein?,Which federal state is Schleswig-Holstein?,اشلسویگ-هولشتاین کدام ایالت فدرال است؟,کوم وفاقي ایالت شلسویګ-هولسټین دی؟,,Schleswig-Holstein,1.0
449,Wie nennt man die Regierungschefin/den Regierungschef in Schleswig-Holstein?,What is the head of government in Schleswig-Holstein called?,رئیس دولت در اشلسویگ-هولشتاین چه نام دارد؟,په شلیسویګ-هولسټین کې د حکومت مشر څه ویل کیږي؟,,Schleswig-Holstein,
450,Welche Ministerin/welchen Minister hat Schleswig-Holstein nicht?,Which minister does Schleswig-Holstein not have?,اشلسویگ-هولشتاین کدام وزیر را ندارد؟,شلیسویګ هولسټین کوم وزير نه لري؟,,Schleswig-Holstein,
451,Welches Wappen gehört zum Freistaat Thüringen?,Which coat of arms belongs to the Free State of Thuringia?,کدام علامت متعلق به ایالت آزاد تورینگیا است؟,د وسلو کوم کوټ د تورینګیا آزاد ایالت سره تعلق لري؟,,Thüringen,1.0
452,Welches ist ein Landkreis in Thüringen?,What is a district in Thuringia?,منطقه تورینگن چیست؟,په تورینګیا کې ولسوالۍ څه شی دی؟,,Thüringen,
453,Für wie viele Jahre wird der Landtag in Thüringen gewählt?,For how many years is the state parliament in Thuringia elected?,برای چند سال پارلمان ایالتی در تورینگیا انتخاب می شود؟,په تورینګیا کې د ایالتي پارلمان څو کلونو لپاره ټاکل شوی؟,,Thüringen,
454,Ab welchem Alter darf man in Thüringen bei Kommunalwahlen wählen?,From what age can you vote in local elections in Thuringia?,از چه سنی می توانید در انتخابات محلی در تورینگیا رای دهید؟,په تورینګیا کې په سیمه ایزو ټاکنو کې د کوم عمر څخه رای کولی شئ,,Thüringen,
455,Welche Farben hat die Landesflagge von Thüringen?,What colors does the state flag of Thuringia have?,پرچم دولتی تورینگیا چه رنگهایی دارد؟,د تورینګیا د دولتي پرچم کوم رنګونه لري؟,,Thüringen,
456,Wo können Sie sich in Thüringen über politische Themen informieren?,Where can you find out about political topics in Thuringia?,از کجا می توانید در مورد موضوعات سیاسی در تورینگن کسب کنید؟,تاسو په تورینګیا کې د سیاسي موضوعاتو په اړه چیرته پوه کولی شئ؟,,Thüringen,
457,Die Landeshauptstadt von Thüringen heißt ...,The state capital of Thuringia is called...,پایتخت ایالت تورینگیا نامیده می شود...,د تورینګیا د دولتي پلازمینه نوم کیږي...,,Thüringen,
458,Welches Bundesland ist Thüringen?,Which federal state is Thuringia?,تورینگیا کدام ایالت فدرال است؟,تورینګیا کوم وفاقي ایالت دی؟,,Thüringen,1.0
459,Wie nennt man die Regierungschefin/den Regierungschef in Thüringen?,What is the head of government in Thuringia called?,رئیس دولت در تورینگن چه نام دارد؟,په تورینګیا کې د حکومت مشر څه نوم کیږي؟,,Thüringen,
460,Welche Ministerin/welchen Minister hat Thüringen nicht?,Which minister does Thuringia not have?,تورینگیا کدام وزیر را ندارد؟,تورینګیا کوم وزير نه لري؟,,Thüringen,
